"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales"
"Sonic Heroes","XB","2003","Platform","410","430","10","50","900","73","28","76","34","74.5","0.1037368311856"
"Harry Potter and the Chamber of Secrets","XB","2002","Action","270","80","NA","10","360","77","3","72","2","74.5","0.041494732474239"
"Cabela's Deer Hunt: 2004 Season","XB","2003","Sports","160","50","NA","10","210","65","5","84","6","74.5","0.024205260609973"
"Spawn: Armageddon","XB","2003","Action","130","40","NA","10","170","57","27","92","5","74.5","0.019594734779502"
"Cel Damage","XB","2001","Racing","90","30","NA","NA","120","65","24","84","7","74.5","0.013831577491413"
"Project: Snowblind","XB","2005","Action","80","20","NA","NA","110","79","44","70","NA","74.5","0.012678946033795"
"Pump It Up: Exceed","XB","2005","Misc","10","NA","NA","NA","20","74","9","75","4","74.5","0.0023052629152355"
"Tom Clancy's The Division","XOne","2016","Shooter","1290","680","NA","200","2160","80","33","69","604","74.5","0.24896839484543"
"LEGO Dimensions","XOne","2015","Action","220","150","NA","40","410","80","2","69","27","74.5","0.047257889762327"
"Broken Sword 5: The Serpent's Curse","XOne","2015","Adventure","NA","20","NA","NA","20","77","2","72","NA","74.5","0.0023052629152355"
"The Sims: Livin Large","PC","2000","Misc","1670","1180","NA","130","2990","82","23","66","20","74","0.3446368058277"
"Titanfall","PC","2014","Shooter","220","300","NA","40","560","86","29","62","727","74","0.064547361626594"
"Tom Clancy's Rainbow Six: Siege","PC","2015","Shooter","130","80","NA","20","230","79","37","69","734","74","0.026510523525208"
"Dead Island","PC","2011","Action","120","70","NA","30","220","80","24","68","428","74","0.02535789206759"
"Warhammer 40,000: Space Marine","PC","2011","Shooter","90","90","NA","30","200","74","34","74","596","74","0.023052629152355"
"The Sims 3: Seasons","PC","2012","Simulation","NA","130","NA","20","160","73","2","75","48","74","0.018442103321884"
"ArmA III","PC","2013","Shooter","NA","100","NA","10","110","74","38","74","866","74","0.012678946033795"
"Silent Hunter: Wolves of the Pacific","PC","2007","Simulation","NA","40","NA","10","50","79","22","69","40","74","0.0057631572880887"
"Scarface: The World is Yours","PC","2006","Action","10","20","NA","NA","40","73","8","75","57","74","0.004610525830471"
"Trials Fusion","PC","2014","Racing","NA","30","NA","NA","30","80","2","68","97","74","0.0034578943728532"
"Battlefield 2142","PC","2006","Shooter","NA","20","NA","NA","30","80","48","68","326","74","0.0034578943728532"
"Kung Fu Panda","PC","2008","Action","NA","20","NA","NA","20","70","NA","78","2","74","0.0023052629152355"
"The Crew: Wild Run","PC","2015","Action","NA","20","NA","NA","20","74","6","74","40","74","0.0023052629152355"
"Commandos 3: Destination Berlin","PC","2003","Strategy","NA","20","NA","NA","20","72","24","76","83","74","0.0023052629152355"
"Just Cause","PC","2006","Action","NA","10","NA","NA","20","75","20","73","206","74","0.0023052629152355"
"FIFA Soccer 2004","PS2","2003","Sports","590","2360","40","510","3490","84","20","64","76","74","0.40226837870859"
"FIFA Soccer 08","PS2","2007","Sports","680","NA","NA","2460","3140","83","2","65","36","74","0.36192627769197"
"Dragon Ball Z: Budokai 2","PS2","2003","Fighting","1630","220","510","60","2410","66","28","82","92","74","0.27778418128588"
"SingStar Pop","PS2","2007","Misc","40","1080","NA","320","1440","73","3","75","8","74","0.16597892989695"
"Star Wars: Bounty Hunter","PS2","2002","Shooter","530","420","NA","140","1090","65","32","83","33","74","0.12563682888033"
"The Matrix: Path of Neo","PS2","2005","Action","410","10","NA","70","490","69","42","79","42","74","0.056478941423269"
"EyeToy: AntiGrav","PS2","2004","Sports","360","10","NA","60","430","70","38","78","5","74","0.049563152677563"
"Ice Age 2: The Meltdown","PS2","2006","Platform","190","150","NA","50","390","68","9","80","6","74","0.044952626847092"
"Risk: Global Domination","PS2","2003","Strategy","190","150","NA","50","380","60","9","88","25","74","0.043799995389474"
"EyeToy Play 2","PS2","2004","Misc","180","140","NA","50","380","78","30","70","9","74","0.043799995389474"
"Disgaea 2: Cursed Memories","PS2","2006","Role-Playing","90","70","150","20","330","84","54","64","42","74","0.038036838101385"
"Ultimate Fighting Championship: Throwdown","PS2","2002","Fighting","160","120","NA","40","320","68","9","80","8","74","0.036884206643768"
"The Sims 2: Pets","PS2","2006","Simulation","20","10","NA","270","300","68","27","80","25","74","0.034578943728532"
"Syphon Filter: Dark Mirror","PS2","2007","Shooter","140","110","NA","40","280","70","24","78","2","74","0.032273680813297"
"Rise of the Kasai","PS2","2005","Action","90","70","NA","20","190","68","37","80","5","74","0.021899997694737"
"Ty the Tasmanian Tiger 3: Night of the Quinkan","PS2","2005","Action","90","70","NA","20","190","68","3","80","5","74","0.021899997694737"
"Armored Core: Last Raven","PS2","2005","Simulation","50","40","80","10","180","59","6","89","4","74","0.020747366237119"
"Terminator 3: The Redemption","PS2","2004","Shooter","80","60","NA","20","170","68","29","80","NA","74","0.019594734779502"
"FlatOut 2","PS2","2006","Racing","80","60","NA","20","160","73","44","75","27","74","0.018442103321884"
"Baroque","PS2","2007","Role-Playing","50","40","20","10","130","60","6","88","44","74","0.014984208949031"
"Worms 3D","PS2","2003","Strategy","60","50","NA","20","120","70","30","78","22","74","0.013831577491413"
"Puzzle Quest: Challenge of the Warlords","PS2","2007","Puzzle","60","50","NA","20","120","78","NA","70","6","74","0.013831577491413"
"Guilty Gear Isuka","PS2","2004","Fighting","50","40","NA","10","100","73","39","75","3","74","0.011526314576177"
"Project Eden","PS2","2001","Action","40","30","NA","10","90","70","20","78","8","74","0.01037368311856"
"RPG Maker 3","PS2","2004","Role-Playing","30","20","NA","10","60","69","6","79","4","74","0.0069157887457064"
"Giants: Citizen Kabuto","PS2","2001","Shooter","30","20","NA","10","60","79","5","69","8","74","0.0069157887457064"
"Rugby 06","PS2","2006","Sports","20","20","NA","10","50","70","6","78","27","74","0.0057631572880887"
"Echo Night Beyond","PS2","2004","Adventure","20","10","NA","NA","40","60","22","88","8","74","0.004610525830471"
"Rugby 08","PS2","2007","Sports","20","10","NA","NA","40","74","20","74","25","74","0.004610525830471"
"Mass Effect 3","PS3","2012","Role-Playing","630","560","30","200","1420","93","30","55","849","74","0.16367366698172"
"Ridge Racer 7","PS3","2006","Racing","240","700","160","260","1360","78","45","70","52","74","0.15675787823601"
"Need for Speed Carbon","PS3","2006","Racing","490","500","30","200","1230","75","30","73","42","74","0.14177366928698"
"Tom Clancy's Ghost Recon: Future Soldier","PS3","2012","Shooter","410","320","90","120","950","79","8","69","56","74","0.10949998847369"
"WWE SmackDown vs. Raw 2009","PS3","2008","Fighting","510","300","10","120","940","78","37","70","49","74","0.10834735701607"
"The LEGO Movie Videogame","PS3","2014","Action","330","430","20","150","930","80","5","68","2","74","0.10719472555845"
"SSX","PS3","2012","Sports","350","410","20","140","910","80","38","68","NA","74","0.10488946264321"
"MX vs. ATV Reflex","PS3","2009","Racing","520","250","NA","120","900","74","44","74","NA","74","0.1037368311856"
"One Piece: Pirate Warriors 2","PS3","2013","Action","NA","190","420","50","660","70","35","78","60","74","0.076073676202771"
"Tony Hawk's Project 8","PS3","2006","Sports","300","220","10","100","630","76","43","72","4","74","0.072615781829918"
"NBA 2K8","PS3","2007","Sports","500","10","NA","50","550","80","8","68","9","74","0.063394730168976"
"Dark Sector","PS3","2008","Shooter","230","160","10","70","470","72","47","76","70","74","0.054173678508034"
"Naruto Shippuden: Ultimate Ninja Storm Revolution","PS3","2014","Fighting","150","140","90","60","430","73","26","75","NA","74","0.049563152677563"
"MLB 14: The Show","PS3","2014","Sports","350","NA","NA","80","430","80","26","68","79","74","0.049563152677563"
"GRID 2","PS3","2013","Racing","70","220","10","80","370","82","20","66","73","74","0.042647363931856"
"Overlord II","PS3","2009","Action","110","150","NA","60","320","72","42","76","24","74","0.036884206643768"
"SBK X: Superbike World Championship","PS3","2010","Racing","50","120","NA","40","210","73","4","75","4","74","0.024205260609973"
"Arcana Heart 3","PS3","2011","Fighting","40","40","100","20","200","73","NA","75","27","74","0.023052629152355"
"Dengeki Bunko Fighting Climax","PS3","2014","Fighting","50","NA","90","10","160","66","3","82","29","74","0.018442103321884"
"Blazblue: Continuum Shift Extend","PS3","2011","Fighting","NA","NA","90","NA","90","73","6","75","27","74","0.01037368311856"
"Battle Princess of Arcadias","PS3","2013","Role-Playing","NA","NA","20","NA","20","69","22","79","25","74","0.0023052629152355"
"The Evil Within","PS4","2014","Action","550","860","110","270","1790","75","65","73","223","74","0.20632103091358"
"One Piece: Pirate Warriors 3","PS4","2015","Action","90","220","100","60","460","74","34","74","8","74","0.053021047050416"
"Batman: Arkham VR","PS4","2016","Action","250","NA","NA","60","300","75","59","73","89","74","0.034578943728532"
"God Eater Resurrection","PS4","2015","Action","NA","NA","80","NA","80","70","8","78","44","74","0.0092210516609419"
"Exist Archive: The Other Side of the Sky","PS4","2015","Role-Playing","10","NA","30","NA","40","69","3","79","6","74","0.004610525830471"
"Infamous: First Light","PS4","2014","Action","NA","30","NA","NA","30","73","70","75","580","74","0.0034578943728532"
"Dead Rising 2","PS4","2016","Action","10","NA","10","NA","30","82","4","66","8","74","0.0034578943728532"
"Guitar Hero: World Tour","X360","2008","Misc","1780","630","NA","250","2660","85","67","63","70","74","0.30659996772632"
"Need for Speed: Shift","X360","2009","Racing","730","960","10","220","1910","83","75","65","34","74","0.22015260840499"
"Army of Two","X360","2008","Shooter","1090","370","20","160","1640","72","76","76","233","74","0.18903155904931"
"Dead Rising 2","X360","2010","Action","750","520","90","120","1490","79","76","69","206","74","0.17174208718504"
"Your Shape: Fitness Evolved","X360","2010","Sports","790","410","NA","110","1320","73","32","75","25","74","0.15214735240554"
"NCAA Football 12","X360","2011","Sports","940","NA","NA","60","990","82","25","66","49","74","0.11411051430416"
"NCAA Football 07","X360","2006","Sports","670","NA","NA","60","730","79","43","69","20","74","0.084142096406095"
"Stuntman: Ignition","X360","2007","Racing","250","310","NA","70","640","75","38","73","30","74","0.073768413287535"
"Sesame Street: Once Upon A Monster","X360","2011","Misc","390","90","NA","40","520","79","26","69","22","74","0.059936835796123"
"Dragon Ball Z: Burst Limit","X360","2008","Fighting","240","180","30","50","490","72","50","76","40","74","0.056478941423269"
"Viking: Battle for Asgard","X360","2008","Action","160","230","NA","50","440","68","67","80","88","74","0.050715784135181"
"R.U.S.E.","X360","2010","Strategy","120","110","NA","20","270","78","45","70","38","74","0.031121049355679"
"Full Auto","X360","2006","Shooter","190","10","NA","20","220","70","63","78","36","74","0.02535789206759"
"Earth Defense Force 2025","X360","2013","Shooter","60","30","50","10","150","68","25","80","63","74","0.017289471864266"
"NHL 2K10","X360","2009","Sports","110","20","NA","10","150","69","30","79","5","74","0.017289471864266"
"Rango: The Video Game","X360","2011","Action","60","60","NA","10","130","68","25","80","9","74","0.014984208949031"
"Castlevania: Lords of Shadow 2","X360","2014","Action","20","60","NA","10","90","70","22","78","239","74","0.01037368311856"
"Raiden Fighters Aces","X360","2008","Shooter","60","20","NA","10","80","73","NA","75","2","74","0.0092210516609419"
"Virtua Tennis 3","X360","2007","Sports","30","10","NA","NA","40","80","34","68","26","74","0.004610525830471"
"Need for Speed Carbon","XB","2006","Racing","350","100","NA","20","470","74","9","74","NA","74","0.054173678508034"
"Dance Dance Revolution Ultramix 2","XB","2004","Simulation","320","90","NA","20","420","78","6","70","7","74","0.048410521219945"
"Star Wars Jedi Knight II: Jedi Outcast","XB","2002","Shooter","230","70","NA","10","310","80","24","68","5","74","0.03573157518615"
"Midway Arcade Treasures 2","XB","2004","Misc","240","50","NA","10","310","74","38","74","7","74","0.03573157518615"
"NCAA March Madness 06","XB","2005","Sports","150","40","NA","10","200","76","20","72","5","74","0.023052629152355"
"Tiger Woods PGA Tour 07","XB","2006","Sports","130","50","NA","10","190","80","20","68","6","74","0.021899997694737"
"Cabela's Big Game Hunter 2005 Adventures","XB","2004","Sports","130","40","NA","10","180","65","5","83","6","74","0.020747366237119"
"Speed Kings","XB","2003","Racing","40","10","NA","NA","50","60","6","88","4","74","0.0057631572880887"
"IndyCar Series","XB","2003","Racing","40","10","NA","NA","50","70","8","78","5","74","0.0057631572880887"
"Halo 5: Guardians","XOne","2015","Shooter","2780","1270","30","410","4480","84","NA","64","2438","74","0.51637889301275"
"NBA 2K16","XOne","2015","Sports","1950","150","NA","240","2340","86","4","62","5","74","0.26971576108255"
"Far Cry 4","PC","2014","Shooter","150","440","NA","40","630","80","7","67","64","73.5","0.072615781829918"
"The Sims 3: Ambitions","PC","2010","Simulation","NA","290","NA","170","460","74","25","73","50","73.5","0.053021047050416"
"Hearts of Iron III","PC","2009","Strategy","20","40","NA","10","70","77","23","70","233","73.5","0.0080684202033242"
"Cities in Motion","PC","2011","Simulation","NA","40","NA","10","50","70","20","77","5","73.5","0.0057631572880887"
"Worms Reloaded","PC","2010","Strategy","NA","40","NA","10","50","79","28","68","85","73.5","0.0057631572880887"
"Wolfenstein","PC","2009","Shooter","10","30","NA","10","50","74","40","73","260","73.5","0.0057631572880887"
"Resident Evil: Revelations","PC","2013","Action","NA","40","NA","NA","40","77","2","70","342","73.5","0.004610525830471"
"Alpha Protocol","PC","2010","Role-Playing","NA","30","NA","10","30","72","25","75","500","73.5","0.0034578943728532"
"Warhammer: Mark of Chaos","PC","2006","Strategy","NA","20","NA","NA","30","73","32","74","57","73.5","0.0034578943728532"
"The Sims 2: Bon Voyage","PC","2007","Simulation","10","10","NA","NA","30","74","9","73","24","73.5","0.0034578943728532"
"Bully: Scholarship Edition","PC","2008","Action","NA","20","NA","NA","30","72","NA","75","257","73.5","0.0034578943728532"
"Neverwinter Nights 2","PC","2006","Role-Playing","NA","20","NA","NA","20","82","46","65","565","73.5","0.0023052629152355"
"TrackMania Turbo","PC","2016","Action","NA","10","NA","NA","10","79","3","68","42","73.5","0.0011526314576177"
"Pro Evolution Soccer 2010","PC","2009","Sports","NA","10","NA","NA","10","78","8","69","49","73.5","0.0011526314576177"
"Smuggler's Run","PS2","2000","Racing","770","600","NA","200","1560","79","20","68","8","73.5","0.17981050738837"
"Test Drive","PS2","2002","Racing","950","210","10","180","1340","73","9","74","23","73.5","0.15445261532078"
