"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales","Client"
"Tom Clancy's Ghost Recon","PS2","2002","Shooter","1420","400","NA","120","1940","63","8","83","22","73","0.22361050277784","34"
"The Bouncer","PS2","2000","Action","300","230","380","80","990","66","20","80","35","73","0.11411051430416","58"
"Teenage Mutant Ninja Turtles","PS2","2003","Action","450","350","NA","120","920","59","29","87","30","73","0.10604209410083","270"
"Samurai Warriors 2","PS2","2006","Action","20","20","570","10","610","58","26","88","3","73","0.070310518914682","462"
"Return to Castle Wolfenstein: Operation Resurrection","PS2","2003","Shooter","260","200","NA","70","530","66","20","80","23","73","0.06108946725374","369"
"Delta Force: Black Hawk Down","PS2","2005","Shooter","220","170","NA","60","460","58","25","88","50","73","0.053021047050416","365"
"Kengo: Master of Bushido","PS2","2000","Fighting","160","130","60","40","390","62","3","84","8","73","0.044952626847092","867"
"Rapala Pro Fishing","PS2","2004","Sports","180","140","NA","50","360","59","6","87","32","73","0.041494732474239","914"
"Batman: Rise of Sin Tzu","PS2","2003","Action","170","130","NA","50","350","63","20","83","4","73","0.040342101016621","207"
"Karaoke Revolution Volume 2","PS2","2004","Misc","110","90","NA","30","230","76","26","70","4","73","0.026510523525208","144"
"Disaster Report","PS2","2002","Action","30","20","150","10","210","66","28","80","7","73","0.024205260609973","231"
"World Poker Tour","PS2","2005","Misc","100","80","NA","30","210","60","7","86","5","73","0.024205260609973","462"
"Enthusia Professional Racing","PS2","2005","Racing","70","60","NA","20","150","70","43","76","7","73","0.017289471864266","107"
"Disney's Donald Duck: Goin' Quackers","PS2","2000","Platform","40","30","NA","10","80","73","NA","73","7","73","0.0092210516609419","540"
"Atelier Iris 2: The Azoth Of Destiny","PS2","2005","Role-Playing","30","20","NA","10","60","68","34","78","4","73","0.0069157887457064","893"
"Just Cause","PS2","2006","Action","10","10","NA","NA","20","67","23","79","40","73","0.0023052629152355","25"
"Pro Evolution Soccer 2012","PS3","2011","Action","340","960","550","330","2190","80","40","66","32","73","0.25242628921829","221"
"Mortal Kombat vs. DC Universe","PS3","2008","Fighting","1480","280","NA","230","2000","76","44","70","7","73","0.23052629152355","390"
"Resident Evil: Revelations","PS3","2013","Action","140","290","220","90","740","74","30","72","204","73","0.085294727863713","572"
"F.E.A.R.","PS3","2007","Shooter","180","260","NA","100","540","72","30","74","64","73","0.062242098711358","671"
"Robert Ludlum's The Bourne Conspiracy","PS3","2008","Action","180","140","NA","60","390","70","47","76","43","73","0.044952626847092","551"
"EA Sports MMA","PS3","2010","Fighting","160","140","10","60","370","77","47","69","38","73","0.042647363931856","582"
"Remember Me","PS3","2013","Action","100","170","NA","60","320","72","37","74","424","73","0.036884206643768","41"
"Spider-Man: Web of Shadows","PS3","2008","Action","200","40","NA","20","260","67","44","79","34","73","0.029968417898061","258"
"Hitman: HD Trilogy","PS3","2013","Action","70","90","NA","40","210","70","20","76","46","73","0.024205260609973","656"
"All-Pro Football 2K8","PS3","2007","Sports","140","NA","NA","10","150","73","23","73","20","73","0.017289471864266","613"
"High Velocity Bowling","PS3","2010","Sports","130","NA","NA","10","150","66","4","80","23","73","0.017289471864266","387"
"The Last Guy","PS3","2009","Action","NA","NA","30","NA","30","77","33","69","30","73","0.0034578943728532","953"
"Tom Clancy's Rainbow Six: Siege","PS4","2015","Shooter","550","1190","140","330","2210","73","40","73","480","73","0.25473155213352","431"
"Destiny: The Taken King","PS4","2015","Shooter","780","790","40","310","1930","86","80","60","79","73","0.22245787132022","719"
"Dragon Ball: XenoVerse","PS4","2015","Fighting","300","520","120","160","1110","69","50","77","598","73","0.12794209179557","487"
"Tropico 5","PS4","2015","Simulation","60","160","60","40","310","76","7","70","NA","73","0.03573157518615","595"
"Assassin's Creed The Ezio Collection","PS4","2016","Action","40","130","NA","30","200","72","32","74","49","73","0.023052629152355","796"
"Sword Art Online: Hollow Realization","PS4","2016","Role-Playing","60","20","100","20","190","69","32","77","52","73","0.021899997694737","170"
"Samurai Warriors 4-II","PS4","2015","Action","30","20","60","10","120","73","26","73","24","73","0.013831577491413","399"
"Duke Nukem 3D: 20th Anniversary World Tour","PS4","2016","Shooter","30","NA","NA","10","30","77","5","69","5","73","0.0034578943728532","736"
"The Sims 3","X360","2010","Simulation","1270","810","NA","200","2280","76","42","70","70","73","0.26279997233684","443"
"Skylanders Giants","X360","2012","Action","750","440","NA","110","1300","80","35","66","38","73","0.14984208949031","60"
"Army of Two: The 40th Day","X360","2010","Shooter","620","240","NA","90","950","73","79","73","26","73","0.10949998847369","947"
"Marvel: Ultimate Alliance 2","X360","2009","Role-Playing","680","150","NA","80","900","73","75","73","82","73","0.1037368311856","570"
"SSX","X360","2012","Sports","380","260","NA","60","700","82","65","64","86","73","0.080684202033242","457"
"Tom Clancy's HAWX","X360","2009","Action","310","190","20","60","580","73","64","73","50","73","0.066852624541829","377"
"Lips: Number One Hits","X360","2009","Misc","150","340","NA","60","550","70","22","76","7","73","0.063394730168976","385"
"Naruto Shippuden: Ultimate Ninja Storm Generations","X360","2012","Fighting","260","140","10","40","440","74","35","72","47","73","0.050715784135181","322"
"Earth Defense Force 2017","X360","2006","Action","40","NA","30","NA","80","69","55","77","60","73","0.0092210516609419","855"
"Hulk","XB","2003","Action","250","70","NA","10","330","69","25","77","9","73","0.038036838101385","532"
"The Matrix: Path of Neo","XB","2005","Action","230","70","NA","10","310","73","39","73","20","73","0.03573157518615","10"
"Gunvalkyrie","XB","2002","Shooter","130","40","NA","10","170","73","28","73","NA","73","0.019594734779502","920"
"Mace Griffin: Bounty Hunter","XB","2003","Shooter","80","20","NA","NA","110","64","27","82","NA","73","0.012678946033795","808"
"Cold Fear","XB","2005","Action","50","10","NA","NA","60","70","40","76","20","73","0.0069157887457064","12"
"Dynasty Warriors 5","XB","2005","Action","40","10","NA","NA","50","66","22","80","4","73","0.0057631572880887","428"
"FlatOut 2","XB","2006","Racing","30","10","NA","NA","40","73","38","73","8","73","0.004610525830471","470"
"Bloody Roar Extreme","XB","2003","Fighting","30","10","NA","NA","40","60","22","86","9","73","0.004610525830471","511"
"Battlefield 4","XOne","2013","Shooter","1250","580","NA","190","2020","80","5","66","480","73","0.23283155443878","168"
"Dead Rising 3","XOne","2013","Action","1060","350","10","150","1570","78","69","68","908","73","0.18096313884599","185"
"Gears of War 4","XOne","2016","Shooter","780","440","NA","120","1350","84","96","62","805","73","0.1556052467784","494"
"FIFA 14","XOne","2013","Sports","410","660","NA","90","1160","88","22","58","328","73","0.13370524908366","413"
"Overwatch","XOne","2016","Shooter","630","330","NA","100","1060","90","8","56","668","73","0.12217893450748","475"
"Lego Star Wars: The Force Awakens","XOne","2016","Action","140","130","NA","20","300","76","NA","70","8","73","0.034578943728532","692"
"Dragon Ball: Xenoverse 2","XOne","2016","Action","110","70","NA","20","200","73","8","73","29","73","0.023052629152355","537"
"TERA","PC","2011","Role-Playing","250","120","NA","50","420","77","40","68","742","72.5","0.048410521219945","723"
"The Sims 4: Get Together","PC","2015","Simulation","50","150","NA","20","220","72","6","73","7","72.5","0.02535789206759","14"
"Tropico 5","PC","2014","Simulation","20","90","NA","10","120","75","50","70","350","72.5","0.013831577491413","304"
"FIFA Soccer 09","PC","2008","Sports","NA","20","NA","NA","20","77","5","68","36","72.5","0.0023052629152355","168"
"Majesty 2: The Fantasy Kingdom Sim","PC","2009","Simulation","10","NA","NA","NA","20","72","30","73","29","72.5","0.0023052629152355","743"
"BattleForge","PC","2009","Strategy","NA","10","NA","NA","10","75","37","70","2","72.5","0.0011526314576177","855"
"Tiger Woods PGA Tour 06","PS2","2005","Sports","740","30","NA","120","890","83","29","62","6","72.5","0.10258419972798","48"
"Ratatouille","PS2","2007","Action","310","NA","NA","530","850","65","9","80","NA","72.5","0.097973673897508","610"
"Silent Hill: Shattered Memories","PS2","2010","Action","130","220","10","230","590","77","8","68","82","72.5","0.068005255999447","334"
"Unreal Tournament","PS2","2000","Shooter","280","220","NA","70","580","77","23","68","3","72.5","0.066852624541829","633"
"Manhunt 2","PS2","2007","Action","270","210","NA","70","560","67","22","78","53","72.5","0.064547361626594","196"
"Extermination","PS2","2001","Action","210","160","120","50","550","67","9","78","9","72.5","0.063394730168976","817"
"The Hobbit","PS2","2003","Platform","260","200","NA","70","540","59","7","86","4","72.5","0.062242098711358","972"
"Juiced","PS2","2005","Racing","260","200","NA","70","530","68","36","77","24","72.5","0.06108946725374","988"
"Castlevania: Curse of Darkness","PS2","2005","Action","180","140","50","50","420","70","30","75","46","72.5","0.048410521219945","584"
"From Russia With Love","PS2","2005","Action","340","10","NA","60","410","69","29","76","36","72.5","0.047257889762327","563"
"Spider-Man: Friend or Foe","PS2","2007","Action","310","10","NA","50","370","62","5","83","9","72.5","0.042647363931856","388"
"Thunderstrike: Operation Phoenix","PS2","2001","Simulation","170","130","NA","40","340","65","5","80","7","72.5","0.039189469559003","935"
"Clock Tower 3","PS2","2002","Adventure","100","80","120","30","330","69","28","76","38","72.5","0.038036838101385","802"
"Neopets: The Darkest Faerie","PS2","2005","Adventure","150","120","NA","40","300","60","8","85","30","72.5","0.034578943728532","12"
"Wild ARMs 5","PS2","2006","Role-Playing","140","110","NA","40","280","70","26","75","22","72.5","0.032273680813297","258"
"NFL Quarterback Club 2002","PS2","2001","Sports","110","80","NA","30","220","67","2","78","6","72.5","0.02535789206759","722"
"Mace Griffin: Bounty Hunter","PS2","2003","Shooter","90","70","NA","20","190","62","9","83","7","72.5","0.021899997694737","617"
"Tokyo Xtreme Racer DRIFT","PS2","2003","Racing","90","70","NA","20","180","59","3","86","5","72.5","0.020747366237119","434"
"Vampire Night","PS2","2001","Shooter","70","50","NA","20","140","65","8","80","5","72.5","0.016136840406648","5"
"Nightshade","PS2","2003","Action","60","40","NA","10","120","68","39","77","20","72.5","0.013831577491413","898"
"Cold Fear","PS2","2005","Action","60","40","NA","10","110","68","39","77","27","72.5","0.012678946033795","857"
"Top Spin","PS2","2005","Sports","50","40","NA","10","100","67","28","78","2","72.5","0.011526314576177","978"
"King's Field: The Ancient City","PS2","2001","Role-Playing","50","40","NA","10","100","60","4","85","3","72.5","0.011526314576177","502"
"Bloody Roar 4","PS2","2003","Fighting","50","40","NA","10","90","59","25","86","43","72.5","0.01037368311856","359"
"Wizardry: Tale of the Forsaken Land","PS2","2001","Role-Playing","40","30","NA","10","90","70","4","75","6","72.5","0.01037368311856","511"
"Legend of Kay","PS2","2005","Action","30","20","NA","10","50","72","30","73","8","72.5","0.0057631572880887","612"
"Rule of Rose","PS2","2006","Action","10","10","NA","NA","20","59","44","86","50","72.5","0.0023052629152355","682"
"Kao the Kangaroo Round 2","PS2","2005","Platform","10","10","NA","NA","20","58","2","87","7","72.5","0.0023052629152355","434"
"Final Fantasy XIII-2","PS3","2011","Role-Playing","780","730","890","230","2630","79","53","66","707","72.5","0.30314207335347","991"
"pro evolution soccer 2011","PS3","2010","Sports","290","1170","540","410","2410","77","40","68","85","72.5","0.27778418128588","179"
"Pro Evolution Soccer 2010","PS3","2009","Sports","300","1270","460","260","2280","78","42","67","76","72.5","0.26279997233684","88"
"The Simpsons Game","PS3","2007","Action","380","360","NA","150","880","70","30","75","49","72.5","0.10143156827036","786"
"Tiger Woods PGA Tour 11","PS3","2010","Sports","370","330","NA","130","830","78","40","67","7","72.5","0.095668410982273","616"
"Tiger Woods PGA Tour 08","PS3","2007","Sports","220","370","NA","140","730","79","30","66","7","72.5","0.084142096406095","271"
"Sega Rally Revo","PS3","2007","Racing","70","420","NA","140","630","75","40","70","20","72.5","0.072615781829918","788"
"Guitar Hero: Smash Hits","PS3","2009","Misc","200","110","NA","50","350","73","34","72","9","72.5","0.040342101016621","297"
"Bakugan: Battle Brawlers","PS3","2009","Action","190","30","NA","20","230","63","NA","82","5","72.5","0.026510523525208","738"
"No More Heroes: Heroes' Paradise","PS3","2010","Action","100","40","40","20","190","72","38","73","38","72.5","0.021899997694737","634"
"Ar Nosurge: Ode to an Unborn Star","PS3","2014","Role-Playing","50","30","60","20","160","67","23","78","49","72.5","0.018442103321884","951"
"NBA Street Homecourt","PS3","2007","Sports","120","10","NA","20","150","80","30","65","6","72.5","0.017289471864266","338"
"NHL 2K7","PS3","2006","Sports","110","NA","NA","10","120","79","24","66","5","72.5","0.013831577491413","586"
"Tornado Outbreak","PS3","2009","Action","80","NA","NA","10","90","69","5","76","8","72.5","0.01037368311856","512"
"Worms","PS3","2009","Strategy","NA","20","NA","10","20","76","9","69","8","72.5","0.0023052629152355","161"
"Fable III","X360","2010","Role-Playing","3590","1080","50","380","5100","80","88","65","604","72.5","0.58784204338505","279"
"Madden NFL 10","X360","2009","Sports","2520","90","NA","220","2830","85","58","60","90","72.5","0.32619470250582","463"
"Final Fantasy XIII","X360","2010","Role-Playing","1280","670","10","210","2160","82","54","63","539","72.5","0.24896839484543","122"
"Saints Row IV","X360","2013","Action","1010","500","10","130","1660","80","42","65","325","72.5","0.19133682196455","571"
"Assassin's Creed: Rogue","X360","2014","Action","580","340","NA","90","1010","72","32","73","308","72.5","0.11641577721939","135"
"F.E.A.R. 3","X360","2011","Shooter","300","110","10","40","450","75","70","70","39","72.5","0.051868415592798","927"
"Blazing Angels: Squadrons of WWII","X360","2006","Simulation","360","20","NA","30","420","66","58","79","53","72.5","0.048410521219945","570"
"NBA Jam","X360","2010","Sports","270","90","NA","30","390","75","30","70","24","72.5","0.044952626847092","814"
"Supreme Commander 2","X360","2010","Strategy","230","90","NA","30","340","75","28","70","23","72.5","0.039189469559003","921"
"F1 2013","X360","2013","Racing","10","270","NA","20","300","79","29","66","33","72.5","0.034578943728532","381"
