"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count"
"Brink","PC","2011","Shooter","0.06","0.09","0","0.03","0.18","70","38","6.00","547"
"FIFA Soccer 2002","GC","2001","Sports","0.14","0.04","0","0","0.18","81","13","8.00","9"
"Pro Evolution Soccer 2013","3DS","2012","Sports","0.05","0.02","0.1","0.01","0.18","1","1","1.00","1"
"Atari Anniversary Edition Redux","PS","2000","Misc","0.1","0.07","0","0.01","0.18","72","5","1.00","1"
"Lips: Party Classics","X360","2010","Misc","0.05","0.11","0","0.02","0.18","69","10","1.00","1"
"Toukiden: The Age of Demons","PSP","2013","Action","0","0","0.18","0","0.18","1","1","1.00","1"
"Fireblade","PS2","2002","Action","0.09","0.07","0","0.02","0.18","1","1","1.00","1"
"Disney's Tarzan Untamed","GC","2001","Platform","0.14","0.04","0","0","0.18","61","11","7.40","8"
"Brunswick Circuit Pro Bowling","PS","1998","Sports","0.1","0.07","0","0.01","0.18","1","1","1.00","1"
"Marvel Super Hero Squad: Comic Combat","Wii","2011","Action","0.14","0.03","0","0.01","0.18","1","1","1.00","1"
"Trinity Universe","PS3","2009","Role-Playing","0.07","0.05","0.03","0.02","0.18","62","25","7.20","28"
"Payday 2","XOne","2015","Shooter","0.09","0.07","0","0.02","0.18","1","1","1.00","1"
"Pirates: Hunt For Blackbeard's Booty","Wii","2008","Adventure","0.08","0.08","0","0.02","0.18","1","1","1.00","1"
"Cabela's Dangerous Hunts 2009","PS2","2008","Sports","0.09","0.07","0","0.02","0.18","1","1","9.20","5"
"Senran Kagura: Estival Versus","PS4","2015","Action","0.08","0","0.08","0.02","0.18","67","25","8.00","96"
"Ball Breakers","PS","2000","Action","0.1","0.07","0","0.01","0.18","68","10","5.30","4"
"Mobile Suit Gundam Seed Destiny: Generation of C.E.","PS2","2005","Action","0","0","0.18","0","0.18","1","1","1.00","1"
"Splatterhouse","X360","2010","Action","0.14","0.03","0","0.01","0.18","62","51","7.60","60"
"EyeToy: Groove","PS2","2003","Misc","0.09","0.07","0","0.02","0.18","73","34","8.00","5"
"You Don't Know Jack","PS3","2011","Misc","0.16","0","0","0.01","0.18","82","11","7.30","18"
"Chuck E. Cheese's Party Games","DS","2010","Misc","0.17","0","0","0.01","0.18","1","1","1.00","1"
"Twisted Metal: Small Brawl","PS","2001","Action","0.1","0.07","0","0.01","0.18","51","14","7.60","49"
"Otomedius Excellent","X360","2011","Shooter","0.13","0","0.04","0.01","0.18","48","8","8.10","16"
"Charlie and the Chocolate Factory","GC","2005","Adventure","0.14","0.04","0","0","0.18","39","16","3.20","6"
"Armored Core: Last Raven","PS2","2005","Simulation","0.05","0.04","0.08","0.01","0.18","59","16","8.90","14"
"Burnout Legends","DS","2005","Racing","0.15","0.02","0","0.01","0.18","38","12","6.00","59"
"Tomb Raider: Underworld","PS2","2009","Action","0.09","0.04","0","0.05","0.18","1","1","5.80","30"
"College Hoops 2K7","PS3","2007","Sports","0.16","0","0","0.01","0.18","81","9","7.10","8"
"Hello Kitty: Birthday Adventures","DS","2010","Adventure","0.06","0.1","0","0.02","0.18","1","1","1.00","1"
"All Grown Up! Express Yourself","GBA","2004","Misc","0.13","0.05","0","0","0.18","1","1","1.00","1"
"Escape The Museum","DS","2010","Adventure","0.04","0.12","0","0.02","0.18","1","1","1.00","1"
"K-1 World Grand Prix","PS2","2002","Sports","0.04","0.03","0.1","0.01","0.18","67","24","9.00","7"
"Kidou Senshi Gundam: Senjou no Kizuna Portable","PSP","2009","Strategy","0","0","0.18","0","0.18","1","1","1.00","1"
"Super Robot Taisen A Portable","PSP","2008","Strategy","0","0","0.18","0","0.18","1","1","1.00","1"
"Juiced","XB","2005","Racing","0.13","0.04","0","0.01","0.18","68","39","9.10","15"
"Naruto Shippuden: Dragon Blade Chronicles","Wii","2009","Action","0.11","0.01","0.05","0.01","0.18","38","14","3.00","12"
"Looney Tunes: Back in Action","GBA","2003","Platform","0.13","0.05","0","0","0.18","47","7","1.00","1"
"Shaun White Skateboarding","Wii","2010","Sports","0.13","0.03","0","0.01","0.18","59","6","1.00","1"
"DiRT Showdown","PS3","2012","Racing","0.02","0.12","0","0.03","0.18","75","27","6.30","43"
"Virtua Tennis","GBA","2002","Sports","0.13","0.05","0","0","0.18","83","14","1.00","1"
"Cabela's Big Game Hunter: Hunting Party","X360","2011","Sports","0.16","0","0","0.02","0.18","1","1","5.00","4"
"Tales of the Tempest","DS","2006","Role-Playing","0","0","0.18","0","0.18","1","1","1.00","1"
"SimCity Creator (JP sales)","DS","2008","Simulation","0","0","0.18","0","0.18","1","1","1.00","1"
"Biohazard: Revival Selection","PS3","2011","Action","0","0","0.18","0","0.18","1","1","1.00","1"
"Sonic Riders: Zero Gravity","PS2","2008","Racing","0.09","0.07","0","0.02","0.18","56","16","8.30","27"
"UFC: Sudden Impact","PS2","2004","Fighting","0.09","0.07","0","0.02","0.18","54","29","7.70","7"
"NBA Hoopz","PS2","2001","Sports","0.09","0.07","0","0.02","0.18","63","10","1.00","1"
"ESPN X Games Skateboarding","GBA","2001","Sports","0.13","0.05","0","0","0.18","1","1","1.00","1"
"Nancy Drew: The Hidden Staircase","DS","2008","Adventure","0.16","0","0","0.01","0.18","1","1","6.00","6"
"Speedball 2100","PS","2000","Sports","0.1","0.07","0","0.01","0.18","60","5","1.00","1"
"Full Auto 2: Battlelines","PS3","2006","Racing","0.14","0.02","0","0.02","0.18","67","43","7.60","25"
"College Hoops 2K8","X360","2007","Sports","0.16","0","0","0.01","0.18","81","21","6.90","16"
"LEGO Island 2: The Brickster's Revenge","PS","2001","Adventure","0.1","0.07","0","0.01","0.18","1","1","1.00","1"
"How to Train Your Dragon","PS3","2010","Action","0.12","0.03","0","0.02","0.18","51","18","7.00","6"
"Backyard Basketball","GBA","2004","Sports","0.13","0.05","0","0","0.18","1","1","1.00","1"
"Madden NFL 09","XB","2008","Sports","0.13","0.04","0","0.01","0.18","1","1","5.50","6"
"Dynasty Warriors: Gundam 3","X360","2010","Action","0.11","0.03","0.02","0.01","0.18","65","27","7.80","20"
"Scooby-Doo! Unmasked","GBA","2005","Platform","0.13","0.05","0","0","0.18","1","1","1.00","1"
"Summon Night 4","PS2","2006","Role-Playing","0","0","0.18","0","0.18","1","1","1.00","1"
"NHL 2004","XB","2003","Sports","0.13","0.04","0","0.01","0.18","85","21","6.50","31"
"Pro Yaky? Spirits 5","PS2","2008","Sports","0","0","0.18","0","0.18","1","1","1.00","1"
"Back to the Future: The Game","PS4","2015","Adventure","0.1","0.05","0","0.03","0.18","1","1","7.10","18"
"Namco Museum: 50th Anniversary","XB","2005","Misc","0.13","0.04","0","0.01","0.18","62","23","1.00","1"
"Monster 4x4: Stunt Racer","Wii","2009","Racing","0.16","0","0","0.01","0.18","1","1","5.20","9"
"Velvet Assassin","X360","2009","Shooter","0.14","0.02","0.01","0.01","0.18","56","46","7.10","55"
"NFL 2K2","XB","2002","Sports","0.13","0.04","0","0.01","0.18","87","18","1.00","1"
"MindJack","PS3","2011","Shooter","0.07","0.07","0","0.03","0.18","44","31","1.70","46"
"Marvel Super Hero Squad: Comic Combat","X360","2011","Action","0.13","0.04","0","0.01","0.18","1","1","1.00","1"
"NBA Starting Five","PS2","2002","Sports","0.09","0.07","0","0.02","0.18","53","10","7.30","7"
"NBA Live 16","PS4","2015","Sports","0.1","0.04","0","0.03","0.18","59","27","6.10","70"
"WWE SmackDown vs. Raw 2009","DS","2008","Fighting","0.14","0.02","0","0.01","0.18","58","15","7.80","6"
"Dead or Alive Paradise","PSP","2010","Misc","0.07","0.02","0.07","0.02","0.18","38","34","5.60","37"
"Dark Souls II","PC","2014","Role-Playing","0.08","0.08","0","0.01","0.17","91","36","7.10","2318"
"The Suffering: Ties That Bind","PS2","2005","Action","0.09","0.07","0","0.02","0.17","75","37","8.00","23"
"EyeToy: Kinetic","PS2","2005","Sports","0.09","0.07","0","0.02","0.17","78","32","8.30","11"
"Transformers: Prime","3DS","2012","Action","0.13","0.02","0","0.02","0.17","1","1","1.00","1"
"Fancy Nancy: Tea Party Time!","DS","2010","Adventure","0.16","0","0","0.01","0.17","1","1","1.00","1"
"Project Spark","XOne","2014","Misc","0.11","0.05","0","0.02","0.17","73","26","7.00","151"
"Army Men: Sarge's Heroes 2","PS2","2001","Shooter","0.09","0.07","0","0.02","0.17","54","15","4.60","5"
"Yakuza Zero: The Place of Oath","PS4","2015","Action","0","0","0.17","0","0.17","1","1","1.00","1"
"The Wild Thornberrys: Animal Adventures","PS","2000","Adventure","0.1","0.07","0","0.01","0.17","1","1","1.00","1"
"Cabela's Adventure Camp","Wii","2011","Misc","0.14","0.02","0","0.02","0.17","1","1","1.00","1"
"SEGA Bass Fishing Duel","PS2","2002","Sports","0.09","0.07","0","0.02","0.17","68","13","1.00","1"
"Teen Titans","GBA","2005","Action","0.13","0.05","0","0","0.17","61","9","1.00","1"
"Sports Illustrated for Kids: Baseball","GBA","2001","Sports","0.12","0.05","0","0","0.17","39","4","1.00","1"
"Mark Davis Pro Bass Challenge","PS2","2002","Sports","0.09","0.07","0","0.02","0.17","1","1","1.00","1"
"Rugrats: Royal Ransom","GC","2002","Platform","0.13","0.03","0","0","0.17","1","1","6.70","6"
"Winning Eleven: Pro Evolution Soccer 2007","DS","2006","Sports","0","0","0.17","0","0.17","63","5","7.90","12"
"Warriors of Might and Magic","PS2","2001","Adventure","0.09","0.07","0","0.02","0.17","49","12","4.50","6"
"Rapala Fishing Frenzy 2009","PS3","2008","Sports","0.16","0","0","0.01","0.17","31","4","4.40","9"
"Petz: Horseshoe Ranch","DS","2009","Adventure","0.16","0","0","0.01","0.17","1","1","1.00","1"
"Open Season","GC","2006","Platform","0.13","0.03","0","0","0.17","59","6","1.00","1"
"Ridge Racer","PSV","2011","Racing","0.03","0.07","0.05","0.02","0.17","44","39","3.70","59"
"EyePet & Friends","PS3","2011","Simulation","0.06","0.08","0","0.03","0.17","1","1","1.00","1"
"Street Fighter: The Movie","PS","1995","Fighting","0.1","0.07","0","0.01","0.17","1","1","1.00","1"
"Major League Baseball 2K9","PS3","2009","Sports","0.16","0","0","0.01","0.17","61","19","4.00","6"
"World Championship Poker","GBA","2004","Misc","0.12","0.05","0","0","0.17","66","5","1.00","1"
"Global Defence Force","PS2","2005","Shooter","0","0","0.17","0","0.17","1","1","1.00","1"
"Major League Baseball 2K6","GC","2006","Sports","0.13","0.03","0","0","0.17","66","8","1.00","1"
"WordJong Party","Wii","2008","Puzzle","0.16","0","0","0.01","0.17","1","1","1.00","1"
"SaGa 2: Hihou Densetsu - Goddess of Destiny","DS","2009","Role-Playing","0","0","0.17","0","0.17","1","1","1.00","1"
"Smash Court Tennis Pro Tournament","PS2","2002","Sports","0.08","0.07","0","0.02","0.17","73","15","7.40","10"
"Super Robot Taisen L","DS","2010","Strategy","0","0","0.17","0","0.17","1","1","1.00","1"
"Race Pro","X360","2009","Racing","0.06","0.09","0","0.02","0.17","72","54","7.00","60"
"The Grim Adventures of Billy & Mandy","GC","2006","Action","0.13","0.03","0","0","0.17","1","1","1.00","1"
"NBA Inside Drive 2004","XB","2003","Sports","0.13","0.04","0","0.01","0.17","71","31","8.20","11"
"The King of Fighters '97","PS","1998","Fighting","0","0","0.16","0.01","0.17","1","1","1.00","1"
"Time Commando","PS","1996","Action","0.1","0.07","0","0.01","0.17","1","1","1.00","1"
"Professional Fisherman's Tour: Northern Hemisphere","DS","2007","Sports","0.16","0","0","0.01","0.17","1","1","1.00","1"
"Kekkaishi: Karasumori Ayakashi Kidan","DS","2007","Action","0","0","0.17","0","0.17","1","1","1.00","1"
"Gretzky NHL 2005","PS2","2004","Sports","0.08","0.07","0","0.02","0.17","66","24","9.10","14"
"Dungeon Siege III","PC","2011","Role-Playing","0.08","0.08","0","0.02","0.17","72","37","4.70","399"
"The Hobbit","GC","2003","Platform","0.13","0.03","0","0","0.17","61","17","7.30","8"
"MotoGP 15","PS4","2015","Racing","0","0.12","0.03","0.02","0.17","66","15","1.00","1"
"Backyard Sports Football: Rookie Rush","DS","2010","Sports","0.16","0","0","0.01","0.17","1","1","1.00","1"
"Skate it","DS","2008","Sports","0.14","0.02","0","0.01","0.17","72","13","7.80","12"
"Cabela's Legendary Adventures","Wii","2008","Sports","0.16","0","0","0.01","0.17","1","1","1.00","1"
"True Crime: New York City","GC","2005","Action","0.13","0.03","0","0","0.17","59","25","8.80","24"
"Metal Arms: Glitch in the System","XB","2003","Shooter","0.13","0.04","0","0.01","0.17","82","35","8.70","15"
"The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune","PSP","2012","Action","0","0","0.17","0","0.17","1","1","1.00","1"
"Toukiden Kiwami","PS4","2015","Action","0.05","0.07","0.02","0.02","0.17","74","35","7.60","74"
"Trauma Team","Wii","2010","Simulation","0.14","0","0.02","0.01","0.17","82","29","8.80","25"
"The Secret World","PC","2012","Role-Playing","0.07","0.08","0","0.02","0.17","74","55","8.20","1326"
"Ice Age: Dawn of the Dinosaurs","PS2","2009","Action","0.08","0.07","0","0.02","0.17","1","1","1.00","1"
"ESPN Final Round Golf 2002","GBA","2001","Sports","0.12","0.05","0","0","0.17","70","10","1.00","1"
"Iron Chef America: Supreme Cuisine","Wii","2008","Simulation","0.16","0","0","0.01","0.17","42","4","1.00","1"
"MDK2 Armageddon","PS2","2001","Shooter","0.08","0.07","0","0.02","0.17","80","19","8.30","11"
"Exhibition Volume 02","XB","2003","Misc","0.13","0.04","0","0.01","0.17","1","1","1.00","1"
"NHL 2K9","X360","2008","Sports","0.15","0.01","0","0.01","0.17","69","33","6.70","7"
"I Spy: Castle","DS","2011","Puzzle","0.16","0","0","0.01","0.17","1","1","1.00","1"
"Fight Night Round 2","GC","2005","Fighting","0.13","0.03","0","0","0.17","87","32","7.90","7"
"Backbreaker","PS3","2009","Sports","0.16","0","0","0.01","0.17","58","25","7.00","52"
"Disney's Atlantis: The Lost Empire","PS","2001","Platform","0.1","0.07","0","0.01","0.17","73","7","8.50","6"
"Power Pro Kun Pocket","GB","1999","Sports","0","0","0.17","0","0.17","1","1","1.00","1"
"The King of Fighters '97","SAT","1998","Fighting","0","0","0.17","0","0.17","1","1","1.00","1"
"Tamagotchi no Narikiri Challenge","DS","2010","Action","0","0","0.17","0","0.17","1","1","1.00","1"
"Madden NFL 17","X360","2016","Sports","0.14","0.02","0","0.02","0.17","1","1","0.70","6"
"Jewel Match","DS","2010","Puzzle","0.05","0.11","0","0.02","0.17","1","1","1.00","1"
"Space Battleship Yamato: Harukanaru Hoshi Iscandar","PS","1999","Strategy","0","0","0.16","0.01","0.17","1","1","1.00","1"
"Lost in Blue 3","DS","2007","Adventure","0.09","0.02","0.06","0.01","0.17","59","19","1.00","1"
"Sound Novel Evolution 1: Otogirisou Sosei-Hen","PS","1999","Adventure","0","0","0.16","0.01","0.17","1","1","1.00","1"
"Stormrise","PS3","2009","Strategy","0.13","0.02","0","0.02","0.17","51","28","5.30","20"
"Psi-Ops: The Mindgate Conspiracy","XB","2004","Shooter","0.13","0.04","0","0.01","0.17","84","55","7.90","18"
"X-Men: The Official Game","X360","2006","Action","0.16","0","0","0.01","0.17","52","57","6.10","20"
"SWAT: Global Strike Team","XB","2003","Shooter","0.13","0.04","0","0.01","0.17","69","22","6.30","7"
"Horrid Henry: Missions of Mischief","DS","2010","Adventure","0.01","0.14","0","0.02","0.17","1","1","1.00","1"
"Cabela's Legendary Adventures","PSP","2008","Sports","0.16","0","0","0.02","0.17","1","1","1.00","1"
"Pictionary","DS","2010","Puzzle","0.09","0.06","0","0.02","0.17","1","1","1.00","1"
"Hitman: HD Trilogy","X360","2013","Action","0.07","0.08","0","0.02","0.17","69","14","7.20","45"
"MX World Tour Featuring Jamie Little","PS2","2005","Racing","0.08","0.07","0","0.02","0.17","52","4","1.00","1"
"Goblin Commander: Unleash the Horde","PS2","2003","Strategy","0.08","0.07","0","0.02","0.17","68","21","8.70","14"
"uDraw Studio: Instant Artist","Wii","2011","Misc","0.06","0.09","0","0.02","0.17","1","1","1.00","1"
"Hello Kitty: Happy Party Pals","GBA","2005","Misc","0.12","0.05","0","0","0.17","1","1","1.00","1"
"Jikkyou Powerful Pro Baseball 2016","PS4","2016","Sports","0","0","0.17","0","0.17","1","1","1.00","1"
"Backyard NFL Football '09","PS2","2008","Sports","0.08","0.07","0","0.02","0.17","1","1","1.00","1"
"World Destruction League: Thunder Tanks","PS2","2000","Action","0.08","0.07","0","0.02","0.17","65","16","5.90","7"
"Tom Clancy's Ghost Recon: Future Soldier","PC","2012","Shooter","0.05","0.1","0","0.02","0.17","71","13","4.90","368"
"Backyard Baseball '10","PS2","2009","Sports","0.08","0.07","0","0.02","0.17","1","1","1.00","1"
"Resident Evil Director's Cut: Dual Shock Edition","PS","1997","Action","0","0","0.16","0.01","0.17","1","1","1.00","1"
"Broken Sword: Shadows of the Templars - The Director's Cut","DS","2009","Adventure","0.07","0.08","0","0.02","0.17","1","1","1.00","1"
"PlayStation Move Heroes","PS3","2011","Platform","0.08","0.06","0","0.03","0.17","53","39","6.10","16"
"The King of Fighters '95","PS","1996","Fighting","0","0","0.16","0.01","0.17","1","1","1.00","1"
"RoadKill","PS2","2003","Action","0.08","0.07","0","0.02","0.17","71","27","7.90","11"
"Hanjuku Eiyuu Tai 3D","PS2","2003","Role-Playing","0","0","0.17","0","0.17","1","1","1.00","1"
".hack//G.U. Vol.3//Redemption","PS2","2007","Role-Playing","0","0","0.17","0","0.17","1","1","1.00","1"
"Super Robot Taisen Compact 2 Dai-1-Bu","WS","2000","Strategy","0","0","0.17","0","0.17","1","1","1.00","1"
"Looney Tunes: Back in Action","GC","2003","Platform","0.13","0.03","0","0","0.17","64","6","5.00","4"
"Marvel Super Hero Squad: The Infinity Gauntlet","PS3","2010","Action","0.12","0.03","0","0.02","0.17","54","6","1.00","1"
"The Chronicles of Narnia: Prince Caspian","PS3","2008","Action","0.14","0.01","0","0.02","0.17","56","16","5.60","8"
"Tak: The Great Juju Challenge","GBA","2005","Platform","0.12","0.05","0","0","0.17","52","6","1.00","1"
"Yu-Gi-Oh! Zexal World Duel Carnival","3DS","2013","Misc","0","0.08","0.08","0.01","0.17","1","1","1.00","1"
"SingStar Motown","PS3","2009","Misc","0","0.15","0","0.02","0.17","1","1","1.00","1"
"Macross Ultimate Frontier","PSP","2009","Action","0","0","0.17","0","0.17","1","1","1.00","1"
"Top Spin 2","X360","2006","Sports","0.15","0","0","0.01","0.17","75","52","6.80","25"
"Hunter: The Reckoning Redeemer","XB","2003","Action","0.13","0.04","0","0.01","0.17","72","26","8.60","5"
"Age of Empires III: Complete Collection","PC","2009","Strategy","0.01","0.12","0","0.03","0.17","1","1","8.50","41"
"Captain America: Super Soldier","X360","2011","Action","0.11","0.05","0","0.01","0.17","60","48","6.40","37"
"Tokyo Xtreme Racer","DC","1999","Racing","0","0","0.17","0","0.17","1","1","1.00","1"
"Fighter Maker","PS","1998","Fighting","0.05","0.04","0.07","0.01","0.17","1","1","1.00","1"
"Danganronpa 2: Goodbye Despair","PSV","2014","Misc","0.08","0.05","0","0.04","0.17","81","50","8.70","140"
"Thief: Deadly Shadows","XB","2004","Action","0.13","0.04","0","0.01","0.17","82","61","7.30","12"
"Monkey Island: Special Edition Collection","PC","2011","Adventure","0","0.14","0","0.03","0.17","1","1","1.00","1"
"MotoGP 10/11","PS3","2011","Racing","0.04","0.1","0","0.03","0.17","68","32","6.10","23"
"NBA 09: The Inside","PSP","2008","Sports","0.16","0","0","0.01","0.17","79","9","7.40","7"
"Batman Begins","GBA","2005","Action","0.12","0.05","0","0","0.17","61","5","6.90","9"
"Mercury Meltdown Revolution","Wii","2007","Action","0.16","0","0","0.01","0.17","77","41","7.40","16"
"Glover","PS","1999","Platform","0.09","0.06","0","0.01","0.17","1","1","1.00","1"
"Dragon Ball GT: Game Boy Advance Video Volume 1","GBA","2004","Misc","0.12","0.05","0","0","0.17","1","1","1.00","1"
"Country Dance: All Stars","X360","2012","Action","0.16","0","0","0.01","0.17","1","1","5.20","5"
